payment_method_id,payment_type
2526,upi
2527,card
2528,upi
2529,card
2530,card
2531,upi
2532,card
2533,upi
2534,card
2535,wallet
2536,card
2537,upi
2538,netbanking
2539,upi
2540,card
2541,upi
2542,card
2543,upi
2544,upi
2545,upi
2546,netbanking
2547,card
2548,card
2549,upi
2550,upi
2551,card
2552,upi
2553,upi
2554,wallet
2555,upi
2556,card
2557,card
2558,upi
2559,card
2560,card
2561,card
2562,upi
2563,wallet
2564,card
2565,card
2566,upi
2567,card
2568,wallet
2569,upi
2570,upi
2571,netbanking
2572,upi
2573,card
2574,upi
2575,upi
2576,upi
2577,wallet
2578,card
2579,upi
2580,card
2581,card
2582,upi
2583,upi
2584,upi
2585,card
2586,card
2587,upi
2588,upi
2589,upi
2590,upi
2591,netbanking
2592,upi
2593,card
2594,upi
2595,upi
2596,wallet
2597,upi
2598,upi
2599,upi
2600,upi
2601,netbanking
2602,netbanking
2603,card
2604,card
2605,upi
2606,upi
2607,netbanking
2608,card
2609,netbanking
2610,upi
2611,card
2612,card
2613,upi
2614,card
2615,upi
2616,upi
2617,upi
2618,card
2619,wallet
2620,upi
2621,upi
2622,upi
2623,upi
2624,wallet
2625,upi
2626,upi
2627,card
2628,card
2629,upi
2630,card
2631,upi
2632,wallet
2633,upi
2634,card
2635,upi
2636,card
2637,upi
2638,upi
2639,upi
2640,upi
2641,upi
2642,card
2643,card
2644,upi
2645,netbanking
2646,card
2647,card
2648,card
2649,upi
2650,card
2651,upi
2652,card
2653,upi
2654,card
2655,upi
2656,card
2657,upi
2658,wallet
2659,card
2660,wallet
2661,card
2662,upi
2663,upi
2664,card
2665,upi
2666,card
2667,upi
2668,upi
2669,netbanking
2670,card
2671,wallet
2672,card
2673,upi
2674,card
2675,card
2676,card
2677,upi
2678,card
2679,upi
2680,wallet
2681,card
2682,card
2683,card
2684,card
2685,upi
2686,upi
2687,card
2688,card
2689,upi
2690,card
2691,upi
2692,wallet
2693,card
2694,upi
2695,netbanking
2696,upi
2697,upi
2698,upi
2699,upi
2700,upi
2701,upi
2702,upi
2703,upi
2704,upi
2705,netbanking
2706,card
2707,card
2708,card
2709,card
2710,upi
2711,card
2712,upi
2713,upi
2714,card
2715,card
2716,upi
2717,upi
2718,upi
2719,card
2720,card
2721,card
2722,card
2723,wallet
2724,card
2725,card
2726,netbanking
2727,upi
2728,upi
2729,upi
2730,wallet
2731,card
2732,card
2733,netbanking
2734,upi
2735,wallet
2736,card
2737,wallet
2738,card
2739,upi
2740,netbanking
2741,card
2742,card
2743,upi
2744,netbanking
2745,card
2746,netbanking
2747,card
2748,upi
2749,card
2750,netbanking
2751,card
2752,upi
2753,card
2754,wallet
2755,upi
2756,card
2757,card
2758,upi
2759,upi
2760,netbanking
2761,upi
2762,upi
2763,upi
2764,upi
2765,card
2766,card
2767,card
2768,upi
2769,card
2770,upi
2771,card
2772,upi
2773,card
2774,upi
2775,card
2776,card
2777,card
2778,upi
2779,upi
2780,card
2781,upi
2782,upi
2783,upi
2784,upi
2785,card
2786,upi
2787,upi
2788,upi
2789,card
2790,upi
2791,card
2792,upi
2793,card
2794,card
2795,upi
2796,netbanking
2797,card
2798,upi
2799,upi
2800,wallet
2801,upi
2802,card
2803,card
2804,upi
2805,card
2806,wallet
2807,wallet
2808,wallet
2809,card
2810,upi
2811,upi
2812,card
2813,card
2814,card
2815,card
2816,wallet
2817,netbanking
2818,card
2819,upi
2820,card
2821,card
2822,card
2823,upi
2824,upi
2825,netbanking
2826,netbanking
2827,card
2828,upi
2829,card
2830,card
2831,upi
2832,card
2833,card
2834,card
2835,card
2836,wallet
2837,card
2838,upi
2839,wallet
2840,upi
2841,upi
2842,wallet
2843,card
2844,card
2845,upi
2846,upi
2847,upi
2848,card
2849,upi
2850,upi
2851,wallet
2852,card
2853,card
2854,wallet
2855,upi
2856,card
2857,card
2858,upi
2859,upi
2860,upi
2861,netbanking
2862,card
2863,card
2864,upi
2865,netbanking
2866,card
2867,upi
2868,card
2869,card
2870,netbanking
2871,card
2872,card
2873,upi
2874,card
2875,upi
2876,upi
2877,card
2878,upi
2879,card
2880,card
2881,upi
2882,card
2883,netbanking
2884,netbanking
2885,netbanking
2886,card
2887,card
2888,netbanking
2889,upi
2890,upi
2891,netbanking
2892,card
2893,card
2894,upi
2895,upi
2896,card
2897,upi
2898,upi
2899,card
2900,card
2901,upi
2902,upi
2903,wallet
2904,card
2905,netbanking
2906,upi
2907,upi
2908,card
2909,card
2910,upi
2911,card
2912,card
2913,wallet
2914,card
2915,wallet
2916,upi
2917,netbanking
2918,card
2919,upi
2920,upi
2921,wallet
2922,card
2923,card
2924,wallet
2925,card
2926,upi
2927,card
2928,card
2929,upi
2930,upi
2931,upi
2932,upi
2933,upi
2934,wallet
2935,card
2936,card
2937,card
2938,upi
2939,card
2940,upi
2941,upi
2942,upi
2943,netbanking
2944,upi
2945,upi
2946,card
2947,upi
2948,card
2949,netbanking
2950,upi
2951,card
2952,card
2953,upi
2954,netbanking
2955,card
2956,card
2957,upi
2958,wallet
2959,netbanking
2960,card
2961,upi
2962,upi
2963,upi
2964,upi
2965,upi
2966,upi
2967,card
2968,card
2969,card
2970,card
2971,upi
2972,netbanking
2973,netbanking
2974,card
2975,card
2976,upi
2977,upi
2978,card
2979,netbanking
2980,card
2981,card
2982,upi
2983,upi
2984,upi
2985,upi
2986,netbanking
2987,card
2988,upi
2989,card
2990,upi
2991,upi
2992,upi
2993,card
2994,netbanking
2995,card
2996,netbanking
2997,card
2998,netbanking
2999,upi
3000,upi
3001,upi
3002,upi
3003,upi
3004,upi
3005,upi
3006,upi
3007,upi
3008,upi
3009,upi
3010,upi
3011,upi
3012,wallet
3013,card
3014,card
3015,card
3016,upi
3017,upi
3018,upi
3019,card
3020,netbanking
3021,upi
3022,upi
3023,card
3024,card
3025,card
3026,card
3027,upi
3028,card
3029,card
3030,card
3031,card
3032,card
3033,card
3034,card
3035,upi
3036,wallet
3037,upi
3038,card
3039,wallet
3040,wallet
3041,upi
3042,card
3043,upi
3044,wallet
3045,upi
3046,upi
3047,upi
3048,wallet
3049,card
3050,card
3051,netbanking
3052,card
3053,upi
3054,card
3055,card
3056,card
3057,upi
3058,upi
3059,upi
3060,card
3061,wallet
3062,upi
3063,wallet
3064,card
3065,card
3066,upi
3067,netbanking
3068,card
3069,upi
3070,upi
3071,card
3072,upi
3073,card
3074,card
3075,netbanking
3076,upi
3077,upi
3078,upi
3079,wallet
3080,upi
3081,upi
3082,card
3083,upi
3084,upi
3085,upi
3086,card
3087,card
3088,netbanking
3089,netbanking
3090,card
3091,upi
3092,upi
3093,upi
3094,upi
3095,upi
3096,card
3097,card
3098,upi
3099,upi
3100,card
3101,card
3102,upi
3103,upi
3104,card
3105,upi
3106,netbanking
3107,card
3108,netbanking
3109,card
3110,upi
3111,card
3112,card
3113,card
3114,card
3115,netbanking
3116,upi
3117,wallet
3118,upi
3119,upi
3120,card
3121,upi
3122,upi
3123,wallet
3124,wallet
3125,card
3126,upi
3127,upi
3128,upi
3129,card
3130,upi
3131,upi
3132,card
3133,upi
3134,card
3135,wallet
3136,card
3137,card
3138,card
3139,netbanking
3140,upi
3141,card
3142,card
3143,upi
3144,upi
3145,card
3146,wallet
3147,card
3148,upi
3149,card
3150,upi
3151,upi
3152,upi
3153,upi
3154,netbanking
3155,netbanking
3156,upi
3157,upi
3158,netbanking
3159,card
3160,card
3161,card
3162,netbanking
3163,card
3164,card
3165,upi
3166,card
3167,card
3168,upi
3169,card
3170,wallet
3171,card
3172,netbanking
3173,upi
3174,card
3175,card
3176,upi
3177,card
3178,card
3179,wallet
3180,upi
3181,wallet
3182,card
3183,card
3184,upi
3185,card
3186,card
3187,card
3188,card
3189,upi
3190,card
3191,wallet
3192,card
3193,card
3194,card
3195,upi
3196,netbanking
3197,netbanking
3198,card
3199,upi
3200,netbanking
3201,card
3202,upi
3203,card
3204,upi
3205,upi
3206,upi
3207,netbanking
3208,upi
3209,netbanking
3210,upi
3211,card
3212,upi
3213,upi
3214,netbanking
3215,card
3216,wallet
3217,upi
3218,upi
3219,upi
3220,upi
3221,upi
3222,upi
3223,card
3224,upi
3225,card
3226,upi
3227,upi
3228,card
3229,upi
3230,upi
3231,upi
3232,upi
3233,upi
3234,upi
3235,card
3236,card
3237,upi
3238,card
3239,card
3240,card
3241,card
3242,wallet
3243,card
3244,card
3245,wallet
3246,wallet
3247,card
3248,netbanking
3249,card
3250,upi
3251,card
3252,upi
3253,card
3254,upi
3255,card
3256,upi
3257,upi
3258,card
3259,netbanking
3260,card
3261,card
3262,card
3263,card
3264,card
3265,upi
3266,upi
3267,upi
3268,upi
3269,upi
3270,card
3271,upi
3272,netbanking
3273,card
3274,upi
3275,wallet
3276,upi
3277,wallet
3278,card
3279,upi
3280,card
3281,card
3282,wallet
3283,card
3284,wallet
3285,upi
3286,netbanking
3287,wallet
3288,upi
3289,wallet
3290,upi
3291,upi
3292,upi
3293,card
3294,card
3295,card
3296,upi
3297,card
3298,upi
3299,upi
3300,upi
3301,netbanking
3302,wallet
3303,netbanking
3304,upi
3305,card
3306,wallet
3307,card
3308,card
3309,card
3310,upi
3311,upi
3312,card
3313,upi
3314,card
3315,card
3316,card
3317,card
3318,upi
3319,card
3320,card
3321,card
3322,upi
3323,wallet
3324,upi
3325,upi
3326,netbanking
3327,card
3328,card
3329,upi
3330,card
3331,upi
3332,upi
3333,card
3334,upi
3335,upi
3336,card
3337,netbanking
3338,upi
3339,card
3340,card
3341,card
3342,card
3343,card
3344,card
3345,netbanking
3346,netbanking
3347,upi
3348,upi
3349,upi
3350,upi
3351,netbanking
3352,upi
3353,upi
3354,netbanking
3355,upi
3356,card
3357,card
3358,upi
3359,card
3360,card
3361,card
3362,card
3363,wallet
3364,card
3365,card
3366,upi
3367,card
3368,upi
3369,upi
3370,card
3371,upi
3372,card
3373,upi
3374,wallet
3375,netbanking
3376,card
3377,upi
3378,upi
3379,netbanking
3380,card
3381,upi
3382,card
3383,card
3384,upi
3385,upi
3386,card
3387,netbanking
3388,upi
3389,wallet
3390,upi
3391,netbanking
3392,upi
3393,card
3394,card
3395,netbanking
3396,card
3397,upi
3398,upi
3399,card
3400,card
3401,upi
3402,card
3403,upi
3404,card
3405,upi
3406,card
3407,upi
3408,card
3409,card
3410,netbanking
3411,card
3412,upi
3413,card
3414,card
3415,card
3416,netbanking
3417,upi
3418,card
3419,upi
3420,upi
3421,upi
3422,wallet
3423,upi
3424,upi
3425,card
3426,wallet
3427,upi
3428,card
3429,wallet
3430,wallet
3431,upi
3432,card
3433,upi
3434,netbanking
3435,upi
3436,card
3437,card
3438,card
3439,card
3440,upi
3441,card
3442,upi
3443,netbanking
3444,upi
3445,card
3446,wallet
3447,card
3448,netbanking
3449,card
3450,upi
3451,upi
3452,card
3453,upi
3454,card
3455,upi
3456,card
3457,upi
3458,upi
3459,upi
3460,card
3461,upi
3462,upi
3463,card
3464,upi
3465,card
3466,card
3467,upi
3468,card
3469,card
3470,upi
3471,upi
3472,card
3473,card
3474,upi
3475,upi
3476,upi
3477,upi
3478,upi
3479,wallet
3480,card
3481,card
3482,card
3483,card
3484,upi
3485,netbanking
3486,card
3487,card
3488,upi
3489,wallet
3490,card
3491,upi
3492,netbanking
3493,upi
3494,upi
3495,upi
3496,card
3497,upi
3498,card
3499,upi
3500,netbanking
3501,card
3502,upi
3503,card
3504,card
3505,upi
3506,card
3507,upi
3508,card
3509,netbanking
3510,card
3511,card
3512,upi
3513,upi
3514,card
3515,netbanking
3516,card
3517,card
3518,upi
3519,upi
3520,upi
3521,netbanking
3522,upi
3523,card
3524,card
3525,card
3526,upi
3527,card
3528,upi
3529,upi
3530,upi
3531,card
3532,card
3533,netbanking
3534,upi
3535,upi
3536,upi
3537,netbanking
3538,card
3539,netbanking
3540,card
3541,wallet
3542,card
3543,card
3544,card
3545,netbanking
3546,wallet
3547,card
3548,card
3549,card
3550,card
3551,upi
3552,card
3553,wallet
3554,wallet
3555,card
3556,upi
3557,wallet
3558,netbanking
3559,upi
3560,card
3561,card
3562,upi
3563,card
3564,upi
3565,upi
3566,upi
3567,card
3568,upi
3569,netbanking
3570,card
3571,card
3572,wallet
3573,upi
3574,upi
3575,netbanking
3576,upi
3577,wallet
3578,netbanking
3579,card
3580,card
3581,card
3582,upi
3583,upi
3584,upi
3585,wallet
3586,upi
3587,upi
3588,upi
3589,upi
3590,card
3591,upi
3592,upi
3593,card
3594,upi
3595,upi
3596,card
3597,netbanking
3598,card
3599,upi
3600,upi
3601,card
3602,upi
3603,card
3604,card
3605,upi
3606,card
3607,wallet
3608,upi
3609,card
3610,netbanking
3611,upi
3612,upi
3613,upi
3614,netbanking
3615,card
3616,card
3617,wallet
3618,card
3619,upi
3620,upi
3621,upi
3622,upi
3623,wallet
3624,card
3625,upi
3626,upi
3627,card
3628,netbanking
3629,upi
3630,card
3631,netbanking
3632,wallet
3633,card
3634,upi
3635,card
3636,card
3637,card
3638,netbanking
3639,card
3640,card
3641,upi
3642,upi
3643,card
3644,card
3645,upi
3646,upi
3647,upi
3648,card
3649,upi
3650,upi
3651,card
3652,card
3653,upi
3654,card
3655,card
3656,wallet
3657,upi
3658,upi
3659,card
3660,upi
3661,upi
3662,wallet
3663,upi
3664,upi
3665,card
3666,upi
3667,wallet
3668,upi
3669,upi
3670,netbanking
3671,wallet
3672,card
3673,card
3674,upi
3675,wallet
3676,upi
3677,card
3678,upi
3679,card
3680,card
3681,card
3682,card
3683,upi
3684,card
3685,card
3686,upi
3687,card
3688,upi
3689,card
3690,card
3691,upi
3692,card
3693,card
3694,card
3695,card
3696,card
3697,card
3698,card
3699,card
3700,netbanking
3701,card
3702,card
3703,upi
3704,card
3705,upi
3706,card
3707,upi
3708,wallet
3709,card
3710,card
3711,upi
3712,wallet
3713,upi
3714,upi
3715,card
3716,upi
3717,card
3718,upi
3719,card
3720,upi
3721,card
3722,upi
3723,upi
3724,netbanking
3725,wallet
3726,upi
3727,upi
3728,card
3729,netbanking
3730,upi
3731,upi
3732,upi
3733,upi
3734,netbanking
3735,netbanking
3736,upi
3737,card
3738,wallet
3739,upi
3740,upi
3741,upi
3742,upi
3743,upi
3744,upi
3745,netbanking
3746,netbanking
3747,upi
3748,card
3749,upi
3750,upi
3751,upi
3752,netbanking
3753,card
3754,card
3755,netbanking
3756,wallet
3757,upi
3758,card
3759,upi
3760,upi
3761,upi
3762,card
3763,card
3764,upi
3765,upi
3766,upi
3767,card
3768,card
3769,card
3770,wallet
3771,upi
3772,upi
3773,upi
3774,netbanking
3775,card
3776,upi
3777,netbanking
3778,card
3779,upi
3780,upi
3781,wallet
3782,upi
3783,card
3784,netbanking
3785,upi
3786,upi
3787,card
3788,card
3789,upi
3790,upi
3791,netbanking
3792,card
3793,upi
3794,card
3795,upi
3796,card
3797,upi
3798,card
3799,upi
3800,card
3801,upi
3802,card
3803,upi
3804,upi
3805,card
3806,card
3807,card
3808,upi
3809,wallet
3810,card
3811,upi
3812,upi
3813,upi
3814,upi
3815,wallet
3816,upi
3817,netbanking
3818,card
3819,netbanking
3820,wallet
3821,netbanking
3822,card
3823,netbanking
3824,card
3825,upi
3826,card
3827,upi
3828,upi
3829,card
3830,card
3831,card
3832,upi
3833,netbanking
3834,upi
3835,upi
3836,netbanking
3837,card
3838,upi
3839,upi
3840,card
3841,upi
3842,upi
3843,upi
3844,upi
3845,card
3846,upi
3847,card
3848,netbanking
3849,card
3850,upi
3851,upi
3852,card
3853,card
3854,card
3855,upi
3856,netbanking
3857,card
3858,upi
3859,netbanking
3860,upi
3861,netbanking
3862,upi
3863,upi
3864,card
3865,card
3866,upi
3867,netbanking
3868,card
3869,netbanking
3870,card
3871,upi
3872,netbanking
3873,netbanking
3874,upi
3875,card
3876,card
3877,card
3878,upi
3879,card
3880,upi
3881,card
3882,upi
3883,card
3884,upi
3885,upi
3886,wallet
3887,netbanking
3888,upi
3889,card
3890,netbanking
3891,netbanking
3892,netbanking
3893,upi
3894,card
3895,upi
3896,upi
3897,card
3898,upi
3899,upi
3900,card
3901,upi
3902,upi
3903,upi
3904,card
3905,wallet
3906,upi
3907,upi
3908,upi
3909,card
3910,upi
3911,card
3912,netbanking
3913,card
3914,wallet
3915,upi
3916,card
3917,upi
3918,card
3919,wallet
3920,upi
3921,upi
3922,upi
3923,wallet
3924,upi
3925,upi
3926,upi
3927,card
3928,upi
3929,upi
3930,netbanking
3931,upi
3932,upi
3933,upi
3934,upi
3935,upi
3936,netbanking
3937,card
3938,upi
3939,netbanking
3940,upi
3941,card
3942,upi
3943,card
3944,card
3945,upi
3946,netbanking
3947,card
3948,wallet
3949,upi
3950,netbanking
3951,upi
3952,netbanking
3953,netbanking
3954,wallet
3955,upi
3956,card
3957,upi
3958,upi
3959,card
3960,wallet
3961,card
3962,netbanking
3963,upi
3964,netbanking
3965,wallet
3966,upi
3967,upi
3968,card
3969,netbanking
3970,netbanking
3971,card
3972,card
3973,upi
3974,card
3975,netbanking
3976,card
3977,wallet
3978,wallet
3979,netbanking
3980,upi
3981,card
3982,netbanking
3983,upi
3984,wallet
3985,card
3986,card
3987,wallet
3988,netbanking
3989,card
3990,upi
3991,card
3992,upi
3993,card
3994,upi
3995,card
3996,card
3997,upi
3998,card
3999,upi
4000,upi
4001,upi
4002,upi
4003,card
4004,card
4005,netbanking
4006,netbanking
4007,wallet
4008,wallet
4009,upi
4010,netbanking
4011,upi
4012,upi
4013,wallet
4014,upi
4015,upi
4016,card
4017,card
4018,card
4019,netbanking
4020,upi
4021,card
4022,upi
4023,card
4024,upi
4025,card
4026,upi
4027,upi
4028,upi
4029,upi
4030,upi
4031,upi
4032,card
4033,upi
4034,upi
4035,upi
4036,netbanking
4037,card
4038,netbanking
4039,card
4040,upi
4041,netbanking
4042,upi
4043,netbanking
4044,netbanking
4045,card
4046,wallet
4047,wallet
4048,upi
4049,card
4050,card
4051,netbanking
4052,wallet
4053,netbanking
4054,upi
4055,card
4056,upi
4057,card
4058,card
4059,card
4060,card
4061,card
4062,upi
4063,upi
4064,upi
4065,upi
4066,wallet
4067,upi
4068,upi
4069,upi
4070,upi
4071,upi
4072,upi
4073,upi
4074,upi
4075,upi
4076,card
4077,card
4078,upi
4079,upi
4080,upi
4081,card
4082,card
4083,card
4084,upi
4085,card
4086,card
4087,card
4088,upi
4089,card
4090,upi
4091,upi
4092,wallet
4093,upi
4094,card
4095,upi
4096,upi
4097,card
4098,wallet
4099,upi
4100,card
4101,card
4102,netbanking
4103,wallet
4104,netbanking
4105,card
4106,upi
4107,card
4108,upi
4109,upi
4110,wallet
4111,upi
4112,upi
4113,card
4114,upi
4115,card
4116,netbanking
4117,card
4118,upi
4119,card
4120,upi
4121,card
4122,upi
4123,upi
4124,upi
4125,wallet
4126,card
4127,upi
4128,netbanking
4129,card
4130,netbanking
4131,wallet
4132,netbanking
4133,upi
4134,upi
4135,upi
4136,upi
4137,wallet
4138,card
4139,upi
4140,upi
4141,card
4142,upi
4143,upi
4144,upi
4145,netbanking
4146,card
4147,netbanking
4148,upi
4149,netbanking
4150,card
4151,upi
4152,netbanking
4153,card
4154,upi
4155,upi
4156,upi
4157,netbanking
4158,upi
4159,wallet
4160,upi
4161,upi
4162,netbanking
4163,upi
4164,card
4165,card
4166,upi
4167,upi
4168,upi
4169,upi
4170,netbanking
4171,card
4172,upi
4173,upi
4174,card
4175,upi
4176,upi
4177,netbanking
4178,upi
4179,card
4180,upi
4181,netbanking
4182,upi
4183,card
4184,wallet
4185,card
4186,card
4187,upi
4188,upi
4189,netbanking
4190,card
4191,upi
4192,upi
4193,netbanking
4194,netbanking
4195,upi
4196,card
4197,card
4198,wallet
4199,upi
4200,upi
4201,netbanking
4202,netbanking
4203,upi
4204,netbanking
4205,card
4206,upi
4207,wallet
4208,card
4209,card
4210,upi
4211,upi
4212,card
4213,card
4214,card
4215,card
4216,netbanking
4217,upi
4218,upi
4219,card
4220,upi
4221,card
4222,netbanking
4223,wallet
4224,upi
4225,wallet
4226,card
4227,card
4228,upi
4229,card
4230,wallet
4231,card
4232,upi
4233,card
4234,card
4235,upi
4236,wallet
4237,upi
4238,upi
4239,card
4240,card
4241,card
4242,netbanking
4243,card
4244,card
4245,upi
4246,upi
4247,upi
4248,card
4249,upi
4250,upi
4251,card
4252,upi
4253,card
4254,netbanking
4255,wallet
4256,card
4257,upi
4258,upi
4259,netbanking
4260,upi
4261,upi
4262,card
4263,card
4264,upi
4265,upi
4266,netbanking
4267,netbanking
4268,upi
4269,upi
4270,netbanking
4271,netbanking
4272,netbanking
4273,wallet
4274,upi
4275,upi
4276,upi
4277,card
4278,upi
4279,upi
4280,upi
4281,card
4282,upi
4283,upi
4284,upi
4285,card
4286,upi
4287,card
4288,card
4289,card
4290,netbanking
4291,upi
4292,upi
4293,netbanking
4294,upi
4295,netbanking
4296,card
4297,card
4298,card
4299,upi
4300,wallet
4301,upi
4302,upi
4303,card
4304,wallet
4305,upi
4306,card
4307,wallet
4308,upi
4309,card
4310,card
4311,card
4312,netbanking
4313,upi
4314,wallet
4315,card
4316,upi
4317,upi
4318,upi
4319,upi
4320,upi
4321,upi
4322,netbanking
4323,card
4324,upi
4325,upi
4326,card
4327,card
4328,wallet
4329,card
4330,card
4331,upi
4332,card
4333,card
4334,card
4335,card
4336,upi
4337,netbanking
4338,card
4339,upi
4340,upi
4341,card
4342,upi
4343,upi
4344,card
4345,upi
4346,card
4347,netbanking
4348,wallet
4349,netbanking
4350,card
4351,upi
4352,upi
4353,card
4354,wallet
4355,upi
4356,card
4357,wallet
4358,card
4359,upi
4360,card
4361,card
4362,wallet
4363,upi
4364,card
4365,upi
4366,netbanking
4367,netbanking
4368,wallet
4369,netbanking
4370,upi
4371,card
4372,wallet
4373,card
4374,card
4375,upi
4376,card
4377,upi
4378,netbanking
4379,upi
4380,upi
4381,upi
4382,upi
4383,card
4384,card
4385,upi
4386,upi
4387,upi
4388,card
4389,card
4390,upi
4391,upi
4392,upi
4393,netbanking
4394,upi
4395,card
4396,upi
4397,card
4398,card
4399,upi
4400,card
4401,card
4402,netbanking
4403,upi
4404,wallet
4405,netbanking
4406,card
4407,upi
4408,card
4409,upi
4410,card
4411,card
4412,card
4413,upi
4414,card
4415,upi
4416,netbanking
4417,upi
4418,upi
4419,card
4420,wallet
4421,upi
4422,upi
4423,wallet
4424,card
4425,upi
4426,card
4427,card
4428,upi
4429,upi
4430,card
4431,upi
4432,netbanking
4433,netbanking
4434,card
4435,upi
4436,card
4437,upi
4438,card
4439,upi
4440,card
4441,upi
4442,card
4443,card
4444,upi
4445,card
4446,upi
4447,upi
4448,upi
4449,upi
4450,upi
4451,netbanking
4452,card
4453,upi
4454,upi
4455,card
4456,card
4457,card
4458,upi
4459,card
4460,upi
4461,upi
4462,upi
4463,card
4464,upi
4465,upi
4466,card
4467,card
4468,card
4469,wallet
4470,card
4471,card
4472,card
4473,card
4474,upi
4475,upi
4476,upi
4477,netbanking
4478,card
4479,upi
4480,upi
4481,upi
4482,netbanking
4483,card
4484,upi
4485,upi
4486,card
4487,netbanking
4488,card
4489,card
4490,upi
4491,upi
4492,netbanking
4493,netbanking
4494,card
4495,upi
4496,wallet
4497,card
4498,upi
4499,netbanking
4500,card
4501,wallet
4502,upi
4503,netbanking
4504,upi
4505,upi
4506,upi
4507,card
4508,upi
4509,wallet
4510,wallet
4511,wallet
4512,upi
4513,upi
4514,upi
4515,upi
4516,upi
4517,card
4518,card
4519,upi
4520,card
4521,card
4522,card
4523,netbanking
4524,wallet
4525,upi
4526,wallet
4527,netbanking
4528,card
4529,card
4530,card
4531,card
4532,upi
4533,card
4534,netbanking
4535,upi
4536,card
4537,wallet
4538,wallet
4539,upi
4540,upi
4541,wallet
4542,upi
4543,netbanking
4544,card
4545,upi
4546,upi
4547,card
4548,card
4549,card
4550,card
4551,card
4552,upi
4553,netbanking
4554,upi
4555,upi
4556,card
4557,netbanking
4558,card
4559,card
4560,upi
4561,wallet
4562,wallet
4563,upi
4564,upi
4565,upi
4566,upi
4567,card
4568,card
4569,wallet
4570,wallet
4571,card
4572,card
4573,card
4574,upi
4575,card
4576,upi
4577,card
4578,card
4579,card
4580,upi
4581,card
4582,upi
4583,upi
4584,upi
4585,card
4586,upi
4587,card
4588,upi
4589,upi
4590,wallet
4591,wallet
4592,upi
4593,netbanking
4594,card
4595,upi
4596,card
4597,card
4598,upi
4599,upi
4600,upi
4601,netbanking
4602,upi
4603,wallet
4604,netbanking
4605,netbanking
4606,card
4607,upi
4608,upi
4609,wallet
4610,card
4611,card
4612,card
4613,card
4614,netbanking
4615,card
4616,card
4617,upi
4618,upi
4619,card
4620,upi
4621,upi
4622,wallet
4623,upi
4624,wallet
4625,card
4626,upi
4627,upi
4628,upi
4629,upi
4630,card
4631,card
4632,netbanking
4633,netbanking
4634,card
4635,upi
4636,upi
4637,upi
4638,card
4639,netbanking
4640,upi
4641,upi
4642,upi
4643,upi
4644,card
4645,wallet
4646,card
4647,netbanking
4648,netbanking
4649,upi
4650,upi
4651,card
4652,upi
4653,upi
4654,card
4655,card
4656,wallet
4657,card
4658,card
4659,card
4660,upi
4661,upi
4662,upi
4663,upi
4664,card
4665,upi
4666,card
4667,netbanking
4668,card
4669,card
4670,upi
4671,card
4672,upi
4673,upi
4674,wallet
4675,card
4676,upi
4677,upi
4678,card
4679,upi
4680,netbanking
4681,upi
4682,wallet
4683,upi
4684,upi
4685,wallet
4686,card
4687,upi
4688,upi
4689,netbanking
4690,netbanking
4691,card
4692,upi
4693,card
4694,upi
4695,upi
4696,card
4697,netbanking
4698,upi
4699,upi
4700,wallet
4701,upi
4702,upi
4703,card
4704,card
4705,card
4706,card
4707,card
4708,upi
4709,upi
4710,card
4711,upi
4712,netbanking
4713,card
4714,upi
4715,card
4716,upi
4717,upi
4718,card
4719,card
4720,netbanking
4721,card
4722,upi
4723,upi
4724,card
4725,upi
4726,upi
4727,card
4728,wallet
4729,upi
4730,upi
4731,card
4732,card
4733,upi
4734,upi
4735,card
4736,upi
4737,upi
4738,card
4739,upi
4740,upi
4741,upi
4742,upi
4743,upi
4744,wallet
4745,netbanking
4746,card
4747,upi
4748,wallet
4749,netbanking
4750,card
4751,card
4752,card
4753,netbanking
4754,wallet
4755,netbanking
4756,card
4757,netbanking
4758,card
4759,upi
4760,card
4761,upi
4762,upi
4763,card
4764,card
4765,netbanking
4766,card
4767,upi
4768,card
4769,card
4770,card
4771,upi
4772,upi
4773,card
4774,netbanking
4775,card
4776,upi
4777,card
4778,netbanking
4779,card
4780,upi
4781,upi
4782,upi
4783,netbanking
4784,card
4785,upi
4786,netbanking
4787,netbanking
4788,upi
4789,upi
4790,upi
4791,upi
4792,netbanking
4793,netbanking
4794,upi
4795,upi
4796,upi
4797,card
4798,netbanking
4799,upi
4800,card
4801,upi
4802,card
4803,card
4804,upi
4805,upi
4806,upi
4807,card
4808,upi
4809,card
4810,wallet
4811,card
4812,netbanking
4813,card
4814,card
4815,upi
4816,upi
4817,wallet
4818,upi
4819,card
4820,card
4821,upi
4822,upi
4823,netbanking
4824,upi
4825,upi
4826,netbanking
4827,card
4828,upi
4829,netbanking
4830,upi
4831,upi
4832,netbanking
4833,card
4834,netbanking
4835,upi
4836,upi
4837,card
4838,upi
4839,card
4840,card
4841,upi
4842,card
4843,upi
4844,card
4845,card
4846,card
4847,upi
4848,card
4849,card
4850,upi
4851,upi
4852,upi
4853,card
4854,netbanking
4855,upi
4856,upi
4857,card
4858,card
4859,upi
4860,card
4861,upi
4862,card
4863,card
4864,card
4865,card
4866,upi
4867,card
4868,upi
4869,card
4870,upi
4871,wallet
4872,netbanking
4873,upi
4874,upi
4875,upi
4876,wallet
4877,upi
4878,card
4879,upi
4880,card
4881,upi
4882,card
