transaction_id,account_id,device_id,ip_id,payment_method_id,merchant_id,promotion_id,amount,timestamp,transaction_status,is_fraud,fraud_cluster_id
27194,18604,95,1561,36,5,199,520.82,2026-02-20 16:38:36,success,0,-1
27195,968,1651,4682,2441,99,437,1254.69,2026-03-13 08:35:25,success,0,-1
27196,1736,4083,2188,2139,58,66,569.73,2026-01-31 01:21:58,success,0,-1
27197,16010,3270,67,9325,32,464,289.65,2026-02-04 13:26:46,success,0,-1
27198,18939,4461,4618,4178,13,109,1304.04,2026-02-12 04:19:49,success,0,-1
27199,8935,3627,2341,4225,33,500,520.34,2026-01-01 08:28:11,success,0,-1
27200,2835,2739,4323,3316,21,10,332.46,2026-03-28 13:59:19,success,0,-1
27201,11769,4846,1087,6651,78,226,733.07,2026-01-22 11:07:26,success,0,-1
27202,668,1238,3759,725,69,111,2315.51,2026-03-25 11:40:01,success,0,-1
27203,7208,748,2625,9106,17,480,1313.96,2026-02-04 15:52:05,success,0,-1
27204,11273,872,575,8775,3,352,1014.1,2026-01-04 03:50:27,success,0,-1
27205,17609,3009,1394,6877,2,323,888.17,2026-01-14 21:07:54,success,0,-1
27206,2273,3608,733,7445,100,413,317.89,2026-03-30 02:55:06,success,0,-1
27207,12134,3535,3263,5702,12,155,642.85,2026-02-15 20:59:53,success,0,-1
27208,577,1073,1550,9324,70,481,998.48,2026-03-01 23:37:15,success,0,-1
27209,9306,3588,1610,1737,21,311,996.71,2026-03-22 22:12:57,success,0,-1
27210,13826,2775,488,7944,98,137,1155.57,2026-02-15 19:06:32,success,1,58
27211,721,4978,4650,9269,74,280,237.24,2026-02-24 12:22:32,success,0,-1
27212,14766,4315,1834,1155,87,236,3429.65,2026-01-01 03:48:39,success,0,-1
27213,19711,662,3985,4524,33,283,1733.01,2026-02-13 14:00:16,success,0,-1
27214,5859,3821,2828,7451,72,143,120.04,2026-01-09 15:17:24,success,0,-1
27215,15142,506,4628,3793,62,310,191.36,2026-03-25 07:05:43,failed,0,-1
27216,10671,74,938,3536,89,17,299.87,2026-03-04 23:31:37,success,0,-1
27217,18363,920,3078,8341,22,270,708.08,2026-01-25 01:15:59,success,0,-1
27218,11721,3518,1366,4883,2,481,370.53,2026-01-16 18:23:04,success,0,-1
27219,16061,4440,3775,5884,53,12,1003.47,2026-02-25 13:05:53,success,0,-1
27220,3217,60,3399,4091,54,320,535.33,2026-02-11 01:29:36,success,0,-1
27221,5112,4871,3654,9469,73,39,1722.31,2026-01-25 15:41:55,success,0,-1
27222,8802,1621,642,497,28,200,1395.29,2026-01-28 21:15:31,success,0,-1
27223,13627,150,1022,6554,74,384,676.32,2026-02-15 10:37:32,success,1,72
27224,12740,1872,2470,7504,50,197,175.21,2026-02-26 16:04:33,failed,0,-1
27225,18888,3770,4704,1873,63,48,862.44,2026-02-16 00:49:59,success,1,68
27226,19163,4077,4416,7214,18,251,1357.87,2026-02-15 11:11:46,success,1,2
27227,12374,3550,1789,4661,90,402,679.96,2026-03-14 07:39:13,success,0,-1
27228,8378,3275,922,7333,96,411,571.25,2026-03-28 13:18:06,success,0,-1
27229,7685,3524,1018,6097,60,307,418.2,2026-01-28 22:20:56,failed,0,-1
27230,13987,4956,3056,8404,88,439,358.87,2026-03-16 07:22:10,failed,0,-1
27231,17626,2635,4024,2435,50,257,370.47,2026-02-08 02:07:13,success,0,-1
27232,10034,886,4701,6969,34,128,1654.23,2026-02-05 03:48:40,success,0,-1
27233,16881,1428,3551,4727,17,49,485.48,2026-02-01 01:23:14,success,0,-1
27234,14142,3357,468,4013,91,344,1461.79,2026-02-11 04:48:32,success,0,-1
27235,15970,1868,804,9484,21,383,218.49,2026-02-15 23:28:01,success,1,87
27236,15780,908,2659,2231,11,58,2210.5,2026-03-24 08:59:29,success,0,-1
27237,11211,3528,69,6150,43,240,183.07,2026-02-21 11:54:27,success,0,-1
27238,10612,1663,4794,7869,23,230,2322.4,2026-02-20 19:00:08,success,0,-1
27239,12257,565,1160,1990,51,90,609.95,2026-02-20 02:05:32,success,0,-1
27240,1223,4071,4917,9599,70,186,3328.54,2026-01-09 07:36:24,success,0,-1
27241,18149,1537,1929,8804,1,320,444.47,2026-02-19 03:18:17,success,0,-1
27242,17509,359,1309,8246,10,443,1395.54,2026-02-28 22:13:32,success,0,-1
27243,19969,4786,3901,9572,83,394,1744.48,2026-01-14 05:41:26,success,0,-1
27244,12020,100,3547,4013,92,283,1797.34,2026-01-26 07:52:35,success,0,-1
27245,4791,1059,2332,4834,5,200,1158.99,2026-01-10 19:55:07,success,0,-1
27246,12013,1802,846,9885,7,336,1832.82,2026-02-27 19:31:23,success,0,-1
27247,5638,2769,1090,7142,21,221,661.41,2026-02-05 20:02:20,success,0,-1
27248,10190,2199,1097,2161,99,343,515.44,2026-03-21 00:56:00,failed,0,-1
27249,16027,1520,963,2745,76,464,2719.0,2026-01-25 05:47:40,success,0,-1
27250,3480,2060,4121,7147,4,364,682.68,2026-03-24 00:25:21,success,0,-1
27251,9097,3962,3765,4395,75,478,774.22,2026-02-23 12:43:01,success,0,-1
27252,9724,2934,4236,8354,39,146,728.26,2026-02-11 14:16:28,success,0,-1
27253,18592,2260,966,1730,98,47,573.94,2026-01-07 18:32:16,success,0,-1
27254,10737,3675,4671,9448,1,477,354.44,2026-01-16 06:45:23,success,0,-1
27255,6819,2422,3826,4533,14,20,2347.57,2026-01-11 22:27:44,success,0,-1
27256,4731,4182,1329,8999,78,432,622.51,2026-02-16 10:30:53,success,1,61
27257,6066,3238,1279,8923,41,159,770.51,2026-03-29 01:27:01,success,0,-1
27258,2983,3692,2466,2066,75,389,1580.78,2026-03-16 19:52:31,success,0,-1
27259,14207,1639,3627,3981,37,274,280.13,2026-02-09 03:58:12,success,0,-1
27260,15245,2600,1597,9463,1,137,2630.98,2026-01-07 09:49:06,success,0,-1
27261,3975,1094,3055,2922,50,379,1300.11,2026-01-22 20:50:11,success,0,-1
27262,9132,2210,1891,1964,60,162,1782.11,2026-02-05 04:58:07,success,0,-1
27263,15058,26,2860,2711,77,343,1454.62,2026-03-15 12:03:16,success,0,-1
27264,14014,655,4165,9310,13,354,317.14,2026-03-08 15:05:19,success,0,-1
27265,1600,1614,4195,4823,60,419,667.5,2026-01-26 09:20:46,success,0,-1
27266,940,4929,3896,5063,47,490,1109.74,2026-01-14 08:19:34,success,0,-1
27267,1424,3534,316,8330,2,60,2110.14,2026-03-09 03:13:24,success,0,-1
27268,10088,3284,4753,3626,27,253,564.53,2026-01-17 01:54:00,success,0,-1
27269,18278,4009,2287,9308,69,284,377.19,2026-03-12 04:06:49,success,0,-1
27270,1476,1151,4063,4344,41,30,816.5,2026-03-05 04:19:15,success,0,-1
27271,14022,4935,434,5954,30,326,786.03,2026-03-19 02:40:28,success,0,-1
27272,14671,3437,2838,769,69,332,1681.48,2026-03-31 07:51:23,success,0,-1
27273,19273,2090,23,4490,9,440,1458.63,2026-02-27 03:03:54,success,0,-1
27274,11620,2689,3529,6967,7,230,2428.75,2026-03-24 16:30:25,success,0,-1
27275,19099,1708,196,240,67,472,1242.58,2026-01-15 09:22:00,success,0,-1
27276,9028,2020,4458,7868,70,333,1634.35,2026-03-03 00:02:44,success,0,-1
27277,5305,4588,351,4141,18,378,243.22,2026-03-19 10:31:19,success,0,-1
27278,19457,3076,805,9481,50,244,1069.83,2026-03-20 15:45:14,failed,0,-1
27279,10427,2596,2215,4297,33,380,3286.44,2026-01-01 20:36:30,success,0,-1
27280,6521,1114,2387,4083,33,369,935.28,2026-02-14 02:37:02,success,0,-1
27281,12863,4034,3236,3956,34,284,330.32,2026-03-18 10:16:16,success,0,-1
27282,8458,4859,1614,9099,28,319,2285.75,2026-01-16 23:00:19,success,0,-1
27283,14952,4024,1811,9530,93,486,2304.93,2026-02-15 13:25:32,success,0,-1
27284,14751,2189,3074,3344,52,409,526.75,2026-01-01 07:44:14,success,0,-1
27285,376,4423,3177,6688,2,144,761.81,2026-01-21 12:42:03,success,0,-1
27286,10502,2859,983,8041,54,17,406.35,2026-03-07 00:07:09,success,0,-1
27287,17094,1870,3718,5655,49,284,905.75,2026-02-22 05:26:21,success,0,-1
27288,13171,515,1684,7972,78,479,1432.09,2026-01-08 01:13:30,success,0,-1
27289,14405,2976,566,2028,55,329,926.33,2026-01-12 16:21:16,success,0,-1
27290,19526,4398,3029,7654,42,439,323.31,2026-01-25 09:23:23,success,0,-1
27291,6876,4942,1392,2096,34,53,679.72,2026-02-19 18:39:25,failed,0,-1
27292,13914,3403,4430,8481,68,17,1481.45,2026-03-11 04:16:19,success,0,-1
27293,592,1514,2007,798,97,266,251.85,2026-01-13 12:53:59,success,0,-1
27294,3015,497,2507,310,33,269,437.54,2026-01-16 13:22:08,success,0,-1
27295,13958,3425,1134,3098,42,68,1737.88,2026-01-19 23:42:16,success,0,-1
27296,4187,2139,4543,7397,1,480,2586.36,2026-01-12 17:29:52,success,0,-1
27297,15743,2118,3726,6927,44,56,1538.47,2026-03-03 09:03:24,success,0,-1
27298,17398,1304,2292,2744,87,252,879.32,2026-03-02 09:10:07,success,0,-1
27299,17880,389,923,3900,19,461,764.08,2026-02-09 15:07:42,success,0,-1
27300,960,2421,633,6279,35,403,2015.36,2026-03-26 05:42:47,success,0,-1
27301,6509,1940,4355,7192,84,411,848.79,2026-01-09 02:20:13,success,0,-1
27302,10184,2082,2636,2259,15,354,337.15,2026-01-01 17:35:33,success,0,-1
27303,319,544,693,660,59,235,557.16,2026-02-26 06:39:21,success,0,-1
27304,18120,3884,2699,6779,94,399,1524.16,2026-02-21 21:12:17,success,0,-1
27305,19306,3073,134,1695,56,337,1709.06,2026-01-01 19:49:19,success,0,-1
27306,15525,2839,1860,6594,36,107,436.58,2026-03-31 22:04:48,success,0,-1
27307,5558,280,1599,2184,94,471,2017.62,2026-01-02 04:07:44,success,0,-1
27308,2314,2207,1746,9700,22,159,547.73,2026-01-01 17:23:26,failed,0,-1
27309,16533,1763,4421,6534,37,468,2570.62,2026-03-05 02:58:37,success,0,-1
27310,14810,871,233,4193,47,286,305.65,2026-02-16 18:02:24,success,0,-1
27311,16822,3779,3517,4026,2,222,984.38,2026-02-15 19:24:52,success,1,98
27312,11015,1973,2909,9640,42,181,887.7,2026-02-15 09:15:42,success,1,43
27313,3369,4658,3502,8710,59,112,819.56,2026-02-11 23:43:53,success,0,-1
27314,18026,1517,811,8897,21,117,2455.67,2026-03-08 08:18:49,success,0,-1
27315,2154,865,3242,2124,28,47,937.96,2026-02-07 16:56:05,success,0,-1
27316,11456,311,3601,6769,44,489,988.8,2026-02-18 20:22:57,success,0,-1
27317,9430,2711,252,1505,55,353,1160.74,2026-01-01 15:30:19,success,0,-1
27318,10976,1483,2629,1021,88,497,682.89,2026-02-06 16:08:49,failed,0,-1
27319,8049,4545,3015,1761,21,455,258.26,2026-03-23 04:02:09,success,0,-1
27320,175,918,940,3876,14,310,1382.19,2026-03-13 12:04:08,success,0,-1
27321,11101,323,1932,4436,40,81,383.21,2026-02-15 08:48:27,success,1,88
27322,4994,1836,965,9080,7,424,2945.24,2026-03-23 18:48:14,failed,0,-1
27323,2345,4424,4807,1473,89,181,397.19,2026-01-11 23:34:28,success,0,-1
27324,8256,4087,3459,2715,1,411,1228.15,2026-03-06 09:24:19,success,0,-1
27325,5815,3425,1631,1508,9,31,430.03,2026-03-02 13:07:42,success,0,-1
27326,14479,1892,3747,672,39,8,327.05,2026-01-01 18:02:45,success,0,-1
27327,7243,3697,4574,2324,56,266,468.13,2026-01-01 14:44:06,success,0,-1
27328,10401,2293,3445,2326,64,466,6641.85,2026-01-05 19:51:28,success,0,-1
27329,9703,4832,3077,7247,41,228,1214.28,2026-02-11 13:11:47,success,0,-1
27330,17051,3977,850,8687,43,16,326.21,2026-02-23 19:51:44,success,0,-1
27331,2058,2823,1453,3196,2,2,193.21,2026-03-24 22:39:42,success,0,-1
27332,688,2544,3146,4549,78,169,3397.01,2026-01-29 16:38:53,success,0,-1
27333,17340,356,2242,7106,2,158,543.61,2026-03-17 18:23:12,success,0,-1
27334,1227,5,2137,7437,17,239,1472.27,2026-02-15 08:32:29,success,1,24
27335,14352,4046,137,146,99,279,1862.59,2026-02-11 20:24:19,success,0,-1
27336,2765,4182,2678,8999,23,432,924.7,2026-02-15 13:34:57,success,1,61
27337,15270,2202,1844,8498,78,49,2448.49,2026-02-14 08:22:05,success,0,-1
27338,13176,1724,3959,6168,84,69,1770.81,2026-02-28 17:45:56,success,0,-1
27339,4888,2669,3910,798,13,417,2640.62,2026-02-16 02:05:42,success,0,-1
27340,10049,2516,59,4426,33,17,1401.32,2026-02-08 06:24:34,success,0,-1
27341,6124,4227,1799,8674,8,126,1419.28,2026-01-03 13:39:10,success,0,-1
27342,7978,4893,544,4607,9,83,1451.66,2026-01-15 01:55:23,success,0,-1
27343,10900,1498,3572,7500,25,139,2891.88,2026-01-12 13:28:17,success,0,-1
27344,4160,1669,1010,9287,3,257,1227.06,2026-02-15 14:09:07,success,1,95
27345,622,2607,2826,501,99,4,418.53,2026-03-05 13:31:34,success,0,-1
27346,13925,4430,3807,7404,39,357,288.35,2026-01-12 06:47:44,success,0,-1
27347,1770,1104,88,7498,94,219,494.09,2026-03-30 14:41:13,success,0,-1
27348,18075,3129,3260,6572,9,385,3352.68,2026-03-27 04:47:43,success,0,-1
27349,12851,342,3297,3892,64,213,454.95,2026-01-15 12:33:53,success,0,-1
27350,16177,4841,294,1629,80,28,1448.1,2026-03-16 13:17:21,success,0,-1
27351,9428,699,1692,6922,25,9,943.57,2026-01-23 13:21:19,success,0,-1
27352,14025,1249,2811,4733,13,298,4135.43,2026-02-27 11:41:15,success,0,-1
27353,3718,1289,4368,9541,24,284,1023.56,2026-02-13 07:35:40,success,0,-1
27354,12684,1908,1613,1655,26,57,171.61,2026-03-19 05:25:39,success,0,-1
27355,6215,3887,4482,3861,20,346,754.97,2026-03-12 03:04:46,success,0,-1
27356,15441,549,1050,4448,6,90,1647.62,2026-01-20 22:15:04,success,0,-1
27357,7344,700,1297,3434,10,78,487.91,2026-02-13 06:10:05,success,0,-1
27358,15535,263,3425,9740,7,91,15829.12,2026-03-20 23:54:21,success,0,-1
27359,17884,440,3306,9598,3,29,162.6,2026-01-20 02:31:14,success,0,-1
27360,139,2323,2780,3636,45,453,1022.77,2026-03-06 19:09:19,success,0,-1
27361,1251,960,4878,2479,27,478,323.96,2026-01-03 16:17:15,success,0,-1
27362,7157,449,2383,8834,21,296,1042.84,2026-03-15 10:30:29,success,0,-1
27363,10938,3498,3687,2724,28,312,286.76,2026-03-03 04:17:26,success,0,-1
27364,17362,3013,3201,652,50,330,537.99,2026-01-10 11:57:07,success,0,-1
27365,8789,298,1593,3236,88,98,177.35,2026-03-17 00:57:22,success,0,-1
27366,17016,2820,3352,9799,1,248,201.1,2026-02-16 19:57:51,success,0,-1
27367,14592,1839,4394,9314,70,235,553.22,2026-02-06 11:49:33,success,0,-1
27368,14200,4727,712,5044,46,43,556.2,2026-02-07 19:42:25,success,0,-1
27369,18198,3557,4400,9413,19,461,310.75,2026-03-12 04:57:01,failed,0,-1
27370,6182,4558,2758,7802,43,462,764.86,2026-03-15 19:37:55,success,0,-1
27371,13394,3328,2558,9746,73,227,686.2,2026-01-18 15:59:01,success,0,-1
27372,15959,1475,1753,3925,98,496,104.06,2026-01-18 08:05:58,success,0,-1
27373,19368,2110,4815,6076,42,477,362.34,2026-01-13 07:33:11,failed,0,-1
27374,4632,4622,1886,9689,26,149,373.59,2026-01-07 17:25:06,success,0,-1
27375,15737,3638,2748,3328,55,421,708.1,2026-01-09 12:32:31,success,0,-1
27376,4482,273,87,1316,79,197,984.83,2026-03-06 19:24:06,success,0,-1
27377,19242,1052,4836,9377,7,303,1051.74,2026-01-03 00:06:16,success,0,-1
27378,10715,3665,470,7974,34,221,751.38,2026-01-22 19:31:16,success,0,-1
27379,17504,2155,4906,3857,4,387,246.31,2026-01-10 22:20:43,success,0,-1
27380,11427,2903,406,6356,58,343,794.0,2026-01-03 05:01:21,success,0,-1
27381,1509,2295,1606,5002,82,177,814.87,2026-03-15 22:08:52,success,0,-1
27382,7027,1776,185,5254,55,44,297.31,2026-03-31 15:20:20,success,0,-1
27383,12181,1737,653,9739,97,36,5823.01,2026-03-19 08:44:38,success,0,-1
27384,12076,4108,122,3496,43,325,381.42,2026-02-25 10:16:00,failed,0,-1
27385,11001,2279,2158,2530,49,366,1586.15,2026-02-11 12:25:33,success,0,-1
27386,14183,1768,3249,6928,70,239,2685.71,2026-02-27 14:17:34,success,0,-1
27387,11546,4622,3378,8539,88,317,3747.24,2026-01-08 23:23:42,success,0,-1
27388,3605,2652,3850,4235,27,183,208.05,2026-01-18 14:37:04,success,0,-1
27389,1567,3582,1096,8716,80,329,587.09,2026-03-27 05:36:36,success,0,-1
27390,5773,3427,2018,3740,92,58,886.7,2026-02-13 15:39:53,success,0,-1
27391,2757,1328,965,2514,48,120,3371.03,2026-02-20 12:06:58,success,0,-1
27392,8179,540,2241,2152,39,185,535.56,2026-02-16 02:38:04,success,1,13
27393,19544,2560,2350,9184,94,203,1715.56,2026-02-28 04:34:19,success,0,-1
27394,18546,583,4664,5590,87,383,349.6,2026-03-23 22:00:16,success,0,-1
27395,11328,1588,687,6864,47,371,522.61,2026-02-08 11:08:37,success,0,-1
27396,17689,3475,2462,3301,39,173,485.62,2026-03-21 00:04:51,success,0,-1
27397,13157,1074,3385,7209,56,133,7410.59,2026-01-24 10:39:40,success,0,-1
27398,2593,929,4601,2338,2,32,5560.95,2026-03-01 09:02:25,success,0,-1
27399,11728,4734,604,9030,69,331,429.61,2026-03-11 10:33:02,success,0,-1
27400,11395,1062,4717,4881,41,369,326.0,2026-02-02 11:03:55,success,0,-1
27401,11001,3031,1312,5203,85,101,3627.22,2026-02-22 01:23:25,success,0,-1
27402,16004,1000,1001,7492,52,259,2657.19,2026-02-08 17:51:58,success,0,-1
27403,19725,4490,85,3751,24,105,756.08,2026-01-30 14:50:13,success,0,-1
27404,4747,3737,4659,5963,26,486,394.36,2026-02-13 03:32:28,success,0,-1
27405,346,3593,1943,3421,4,222,213.79,2026-03-29 18:44:11,success,0,-1
27406,12864,1573,1177,6664,63,234,600.46,2026-03-22 04:02:33,success,0,-1
27407,2211,3182,2011,3720,60,52,2165.59,2026-02-11 19:34:07,success,0,-1
27408,8553,3703,1890,9016,80,477,318.73,2026-03-30 00:56:31,success,0,-1
27409,8898,4505,4760,7188,49,165,964.43,2026-02-15 02:07:28,success,1,47
27410,13255,2838,4304,4823,25,342,294.37,2026-01-17 16:43:20,success,0,-1
27411,18753,2672,901,8859,97,141,1374.28,2026-01-30 22:21:27,success,0,-1
27412,643,2536,1888,861,10,329,242.96,2026-03-19 21:42:23,success,0,-1
27413,14131,2899,694,6737,45,310,666.12,2026-01-07 07:29:05,success,0,-1
27414,6260,4521,2086,1769,49,218,1482.58,2026-01-15 05:15:48,success,0,-1
27415,1488,1193,2777,4930,43,320,1059.25,2026-01-09 21:06:12,success,0,-1
27416,6336,3086,1446,2486,61,456,102.91,2026-02-15 01:00:59,success,1,66
27417,18671,4091,1130,6849,4,78,453.85,2026-01-23 18:15:10,success,0,-1
27418,8374,1184,3028,5247,56,456,637.99,2026-01-23 09:29:23,success,0,-1
27419,18353,535,1269,7156,67,127,331.16,2026-02-02 20:57:14,success,0,-1
27420,5010,2270,3307,8787,83,162,943.41,2026-02-15 02:32:52,success,1,69
27421,13125,3908,2480,4307,27,264,477.47,2026-01-30 06:07:20,failed,0,-1
27422,8733,1552,549,4485,7,81,1833.03,2026-02-13 11:43:17,success,0,-1
27423,5990,317,4377,8302,97,56,1800.36,2026-01-25 14:11:24,success,0,-1
27424,10830,2370,4040,996,93,223,1312.25,2026-01-29 16:27:18,success,0,-1
27425,12283,3534,4206,3641,85,58,1255.89,2026-02-14 04:10:15,success,0,-1
27426,534,1884,2135,5322,35,165,489.03,2026-02-16 15:44:07,success,0,-1
27427,13077,3625,3621,9965,84,177,622.96,2026-02-17 21:01:20,success,0,-1
27428,6019,3696,4988,2376,18,246,136.61,2026-03-24 16:03:57,success,0,-1
27429,16074,1423,2808,3366,80,179,471.12,2026-03-06 23:03:42,success,0,-1
27430,3546,2322,2796,6584,43,113,263.98,2026-03-05 12:54:40,success,0,-1
27431,5719,3925,431,7432,98,162,1142.28,2026-01-10 05:30:10,success,0,-1
27432,5960,2270,3307,4230,50,162,1460.04,2026-02-16 02:24:43,success,1,69
27433,4943,1804,3442,6414,77,284,820.44,2026-03-31 14:34:27,success,0,-1
27434,2605,3237,3855,9325,87,490,3730.83,2026-01-08 20:04:29,success,0,-1
27435,11009,1983,729,1483,70,93,68.55,2026-03-21 17:35:33,success,0,-1
27436,8030,253,3863,690,21,452,345.01,2026-02-16 02:55:25,success,1,3
27437,11335,2953,2008,5408,34,432,2046.17,2026-02-12 18:33:48,failed,0,-1
27438,8038,88,3289,8632,97,57,1780.15,2026-01-13 17:29:00,success,0,-1
27439,2148,3451,313,6787,8,297,728.39,2026-02-08 22:04:38,success,0,-1
27440,5747,3225,4339,1296,61,258,3083.73,2026-01-16 16:13:48,success,0,-1
27441,1129,3986,4236,7424,97,247,1116.75,2026-03-18 10:53:45,success,0,-1
27442,17082,796,1679,3761,21,273,1218.49,2026-03-17 08:50:48,success,0,-1
27443,5193,122,1819,1834,29,481,1059.2,2026-02-26 23:17:03,success,0,-1
27444,13282,4803,4270,3873,5,438,1123.59,2026-02-04 09:02:17,success,0,-1
27445,5205,238,4071,8309,77,40,541.39,2026-02-05 11:48:03,success,0,-1
27446,12407,3722,1237,7902,97,486,160.54,2026-02-10 13:16:24,success,0,-1
27447,1826,3656,2769,5801,94,41,715.16,2026-01-16 00:03:37,success,0,-1
27448,1874,1869,4472,4211,50,466,674.48,2026-02-07 15:49:19,success,0,-1
27449,6323,1796,2436,1326,99,283,643.09,2026-03-08 18:10:16,success,0,-1
27450,5180,301,1989,3438,21,42,6446.28,2026-02-01 00:32:51,success,0,-1
27451,6442,4097,3632,6578,48,375,631.25,2026-03-06 05:34:18,success,0,-1
27452,5530,1639,898,2529,53,164,760.4,2026-01-27 18:05:58,success,0,-1
27453,13883,4750,3952,344,19,296,782.24,2026-02-17 04:58:35,success,0,-1
27454,8688,3258,4276,1348,34,469,786.73,2026-02-05 21:16:14,success,0,-1
27455,3083,112,3396,4147,85,98,2449.45,2026-02-11 11:54:54,success,0,-1
27456,18430,4494,2497,6953,75,369,975.81,2026-01-20 17:01:38,success,0,-1
27457,12701,4516,239,3860,65,37,473.23,2026-01-05 11:53:00,success,0,-1
27458,8074,3739,3497,4691,52,340,821.69,2026-01-16 15:57:00,success,0,-1
27459,10191,4597,3193,2354,84,102,1452.01,2026-03-31 20:59:13,failed,0,-1
27460,6561,3851,2004,1620,90,409,3012.66,2026-03-27 00:49:07,failed,0,-1
27461,7860,3009,508,4715,3,123,696.92,2026-03-12 21:30:25,failed,0,-1
27462,1419,652,1838,8974,67,17,335.25,2026-02-27 01:26:33,success,0,-1
27463,16623,2279,1754,1373,26,151,581.37,2026-01-22 01:02:21,success,0,-1
27464,7700,1147,2319,2039,77,405,890.97,2026-01-26 11:11:12,success,0,-1
27465,13925,1867,2890,1036,80,500,1579.12,2026-02-04 14:36:32,success,0,-1
27466,1048,3953,3867,7610,23,451,958.36,2026-02-07 07:24:57,success,0,-1
27467,1834,4246,513,4641,42,235,123.8,2026-03-30 05:21:51,success,0,-1
27468,7305,1882,474,3149,21,4,2460.44,2026-01-09 22:51:31,success,0,-1
27469,761,967,1281,894,74,296,1064.93,2026-03-03 04:48:46,failed,0,-1
27470,19356,4292,2022,3487,85,248,848.5,2026-01-24 21:17:19,success,0,-1
27471,784,3292,2504,4393,17,347,1444.79,2026-03-21 22:01:57,success,0,-1
27472,11122,203,2680,6112,17,14,719.09,2026-03-18 14:10:04,failed,0,-1
27473,7019,2154,3775,6678,94,159,602.3,2026-03-10 12:49:00,success,0,-1
27474,4178,3086,4712,5196,12,322,1996.13,2026-02-13 05:07:34,success,0,-1
27475,2812,615,1672,8803,38,327,260.08,2026-01-06 01:30:24,success,0,-1
27476,5985,2545,4333,9693,60,468,955.16,2026-02-09 02:59:13,success,0,-1
27477,1024,2550,1192,4412,26,330,626.67,2026-01-31 02:40:25,success,0,-1
27478,11422,4025,1607,2388,99,32,367.09,2026-02-14 20:46:31,success,0,-1
27479,4696,1989,3578,79,15,220,1733.23,2026-02-25 16:11:19,success,0,-1
27480,386,848,2665,357,4,294,241.45,2026-01-23 06:31:07,success,0,-1
27481,2306,2045,927,2660,39,63,4108.82,2026-02-19 12:06:00,success,0,-1
27482,17992,991,3277,4714,7,170,6023.7,2026-01-14 21:51:48,success,0,-1
27483,4794,3918,2754,3885,38,394,635.99,2026-01-04 15:08:56,success,0,-1
27484,11563,2464,79,9665,59,100,508.18,2026-02-04 10:04:03,success,0,-1
27485,8194,2543,2660,3937,39,381,1581.47,2026-03-22 07:21:40,success,0,-1
27486,9846,3022,243,3653,34,40,670.81,2026-02-27 01:31:30,success,0,-1
27487,17082,4330,3132,6145,14,340,3546.95,2026-01-31 11:35:52,success,0,-1
27488,14325,813,2052,4875,49,320,1025.29,2026-02-27 14:53:37,success,0,-1
27489,11022,200,3744,7382,64,460,3432.37,2026-01-27 18:44:35,success,0,-1
27490,14216,491,197,7027,1,450,1181.82,2026-02-15 09:40:43,success,1,34
27491,16997,4803,3273,2562,37,18,1895.3,2026-02-01 18:47:17,success,0,-1
27492,433,4216,883,6648,73,382,3493.67,2026-01-13 11:42:55,success,0,-1
27493,11150,934,2036,2229,87,239,604.93,2026-01-27 09:33:01,success,0,-1
27494,12305,629,2848,3238,62,134,658.97,2026-03-19 15:25:06,success,0,-1
27495,18918,1794,781,9413,78,453,285.47,2026-03-27 03:30:18,failed,0,-1
27496,15197,137,3807,1842,57,148,1137.1,2026-02-16 11:32:50,success,1,32
27497,5778,4403,2723,6871,1,280,306.9,2026-01-18 21:35:08,success,0,-1
27498,245,4573,1181,6715,82,301,1596.67,2026-03-13 08:44:15,success,0,-1
27499,4941,1396,4737,5150,2,99,538.33,2026-01-10 10:12:21,success,0,-1
27500,18579,1223,3675,1183,85,203,2979.89,2026-01-30 05:08:54,success,0,-1
27501,172,1489,4587,4960,87,15,351.82,2026-01-22 23:28:40,success,0,-1
27502,15769,4324,1012,7253,64,475,441.45,2026-03-28 06:37:07,success,0,-1
27503,18698,372,3294,1815,28,94,1696.73,2026-02-25 19:27:12,success,0,-1
27504,2285,2816,3949,5216,64,417,706.35,2026-03-09 19:55:29,success,0,-1
27505,7212,502,4641,6078,79,58,2445.02,2026-02-12 07:37:59,success,0,-1
27506,17928,4012,311,7583,34,243,271.75,2026-01-22 00:45:01,failed,0,-1
27507,14404,1452,1643,9692,87,262,597.14,2026-01-14 06:24:43,success,0,-1
27508,1352,3013,3807,3553,89,339,1359.5,2026-02-24 03:37:05,success,0,-1
27509,17315,2133,4244,2111,72,92,678.52,2026-03-25 23:19:26,success,0,-1
27510,16060,1491,174,4067,9,291,229.67,2026-03-14 05:45:02,success,0,-1
27511,6236,3879,2689,6868,22,33,300.84,2026-03-16 03:59:04,success,0,-1
27512,15855,602,1475,2368,4,174,1382.31,2026-02-16 02:06:17,success,1,93
27513,6097,4053,2343,8186,41,305,7696.2,2026-03-17 05:15:01,success,0,-1
27514,10364,3499,2762,989,19,223,285.54,2026-01-05 10:07:51,success,0,-1
27515,15591,3825,4810,6810,100,466,4619.55,2026-03-14 12:15:42,success,0,-1
27516,13367,3606,1166,6238,71,152,306.13,2026-03-05 04:48:17,success,0,-1
27517,19369,573,3455,5941,3,337,746.84,2026-02-09 06:03:17,success,0,-1
